mid,year,month,day,hour,minute,day_of_year,day_of_week,day_since_hire,Size (MB),Rcpt Count,File Count,Lev_mail,Rcpt Count Personal Max,Rcpt Count Job Max,Rcpt Count Personal Percentile,Rcpt Count Job Percentile,File Count Personal Max,File Count Job Max,File Count Personal Percentile,File Count Job Percentile,Size (MB) Personal Max,Size (MB) Job Max,sub_sensitive_count,files_sensitive_count,files_sensitive_count Personal Max,files_sensitive_count Job Max,files_sensitive_count Personal Percentile,files_sensitive_count Job Percentile,sub_sensitive_count Personal Max,sub_sensitive_count Job Max,sub_sensitive_count Personal Percentile,sub_sensitive_count Job Percentile,Manager ACF2,Job Family,Division,Employment Type,Business Location,Business Group,Employee Status,Local Admin,Privileged User,Government Cleared,target
6,0,0.0,0.6,0.739130435,0.152542373,0.053030303,0.0,0.0,0.14,0.0,0.0,0,0.0,1.0,1.0,0.263888889,0.0,0.0,1.0,0.058139535,2.8e-07,2.75e-07,0.0,0.142857143,0.142857143,0.142857143,1.0,0.780487805,0.0,0,1.0,0.066666667,0.896551724,1.0,0.0,0.0,0.094339623,0.368421053,0.0,0.0,0.0,0,0
647,0,1.0,0.566666667,0.434782609,0.949152542,0.96969697,0.333333333,0.99898167,0.026666667,0.0,0.103448276,0,0.178571429,0.775,0.202247191,0.111111111,0.315789474,0.911111111,0.704081633,0.395348837,0.595930161,0.959467948,0.0,0.0,0.142857143,0.142857143,0.344444444,0.109756098,0.333333333,1,0.359550562,0.066666667,0.315270936,0.8375,0.487804878,0.666666667,0.886792453,0.526315789,0.333333333,0.5,0.5,1,0
627,0,1.0,0.533333333,0.565217391,0.847457627,0.962121212,0.166666667,0.998472505,0.02,0.0,0.0,0,0.071428571,0.7,0.370786517,0.194444444,0.052631579,0.822222222,0.153061224,0.058139535,0.180870045,0.965789386,0.0,0.0,0.142857143,0.142857143,0.244444444,0.158536585,0.333333333,1,0.404494382,0.083333333,0.093596059,0.4125,0.268292683,0.666666667,0.754716981,0.578947368,0.333333333,0.5,0.5,1,1
559,0,1.0,0.233333333,0.565217391,0.101694915,0.893939394,1.0,0.384928717,0.053333333,0.0,0.034482759,0,0.285714286,0.725,0.168539326,0.208333333,0.736842105,0.866666667,0.469387755,0.313953488,0.640302584,0.99691422,0.0,0.142857143,0.142857143,0.142857143,0.933333333,0.87804878,0.333333333,1,0.359550562,0.1,0.118226601,0.225,0.829268293,0.666666667,0.698113208,0.526315789,0.0,0.5,0.5,1,0
10,0,0.0,0.6,0.739130435,0.288135593,0.053030303,0.0,0.0,0.326666667,0.0,0.0,0,0.0,1.0,1.0,0.263888889,0.0,0.0,1.0,0.058139535,6.53e-07,6.41e-07,0.0,0.142857143,0.142857143,0.142857143,1.0,0.780487805,0.0,0,1.0,0.066666667,0.896551724,1.0,0.0,0.0,0.094339623,0.368421053,0.0,0.0,0.0,0,0
198,0,0.5,0.766666667,0.304347826,0.610169492,0.553030303,0.5,0.970977597,0.0,0.0,0.0,0,0.142857143,0.55,0.359550562,0.263888889,0.5,0.777777778,0.255102041,0.046511628,0.105340589,0.93191044,0.333333333,0.142857143,0.142857143,0.142857143,0.755555556,0.865853659,0.333333333,1,0.707865169,0.833333333,0.21182266,0.0875,0.317073171,0.666666667,0.622641509,0.736842105,0.333333333,0.5,0.5,1,1
487,0,0.75,0.8,0.304347826,0.711864407,0.787878788,1.0,0.986761711,0.0,0.0,0.0,0,0.0,0.8,0.617977528,0.125,0.026315789,0.866666667,0.489795918,0.058139535,0.007300279,0.943834011,0.666666667,0.285714286,0.142857143,0.142857143,1.0,1.0,0.333333333,1,1.0,1.0,0.743842365,0.1125,0.097560976,0.666666667,0.716981132,0.631578947,0.333333333,0.5,0.5,1,1
360,0,0.75,0.2,0.173913043,0.745762712,0.651515152,0.333333333,0.384419552,0.013333333,0.0,0.034482759,0,0.0,0.625,1.0,0.083333333,0.026315789,0.822222222,1.0,0.337209302,2.66e-08,0.997344228,0.0,0.0,0.0,0.142857143,1.0,0.268292683,0.0,1,1.0,0.05,0.990147783,0.3875,1.0,0.666666667,0.528301887,0.684210526,0.0,0.5,0.5,1,1
658,0,1.0,0.6,0.913043478,0.457627119,0.977272727,0.5,0.894602851,0.02,0.0,0.034482759,0,0.0,0.85,1.0,0.138888889,0.026315789,0.844444444,1.0,0.220930233,4e-08,0.989014129,0.0,0.142857143,0.142857143,0.142857143,1.0,0.695121951,0.0,1,1.0,0.083333333,0.699507389,0.1,0.097560976,0.666666667,0.716981132,0.631578947,0.0,0.5,0.5,1,0
371,0,0.75,0.233333333,0.304347826,0.220338983,0.659090909,0.5,0.356924644,0.18,0.0,0.0,0,0.178571429,0.6,0.101123596,0.097222222,0.447368421,0.844444444,0.173469388,0.034883721,0.423024431,0.948819523,0.0,0.142857143,0.142857143,0.142857143,0.811111111,0.780487805,0.333333333,1,0.393258427,0.083333333,0.714285714,0.7375,0.097560976,0.666666667,0.716981132,0.631578947,0.0,0.5,0.5,1,0
541,0,1.0,0.1,0.565217391,0.203389831,0.863636364,0.333333333,0.99185336,0.0,0.0,0.034482759,0,0.107142857,0.775,0.382022472,0.236111111,0.552631579,0.733333333,0.367346939,0.523255814,0.159472779,0.9966782,1.0,0.428571429,0.142857143,0.142857143,1.0,1.0,0.333333333,1,1.0,1.0,0.551724138,0.6875,0.487804878,0.666666667,0.811320755,0.947368421,0.333333333,0.5,0.5,1,0
503,0,0.75,0.966666667,0.869565217,0.779661017,0.825757576,0.666666667,0.499490835,0.206666667,0.0,0.172413793,0,0.107142857,0.475,0.235955056,0.166666667,0.210526316,0.844444444,0.224489796,0.465116279,0.625138391,0.982333934,0.0,0.0,0.142857143,0.142857143,0.044444444,0.097560976,0.333333333,1,0.280898876,0.033333333,0.049261084,0.2375,0.219512195,0.666666667,0.754716981,0.526315789,0.0,0.5,1.0,1,1
109,0,0.5,0.433333333,0.0,0.033898305,0.477272727,0.0,0.25,0.08,0.0,0.034482759,1,0.464285714,0.625,0.157303371,0.138888889,0.447368421,0.8,0.153061224,0.26744186,0.838156459,0.983275897,0.0,0.0,0.142857143,0.142857143,0.1,0.182926829,0.333333333,1,0.269662921,0.083333333,0.157635468,0.475,0.780487805,0.666666667,0.622641509,0.736842105,0.0,0.5,0.5,1,1
143,0,0.5,0.466666667,0.782608696,0.745762712,0.484848485,0.166666667,0.352851324,0.12,0.0,0.448275862,0,0.0,0.8,1.0,0.125,0.342105263,0.866666667,1.0,0.651162791,2.4e-07,0.943834011,0.0,0.142857143,0.142857143,0.142857143,1.0,0.780487805,0.0,1,1.0,0.066666667,0.78817734,0.1125,0.219512195,0.666666667,0.754716981,0.526315789,1.0,0.5,0.5,1,1
463,0,0.75,0.4,0.695652174,0.355932203,0.696969697,0.166666667,0.980651731,0.0,0.0,0.0,0,0.107142857,0.775,0.359550562,0.180555556,0.394736842,0.8,0.183673469,0.093023256,0.079672512,0.990598364,0.0,0.0,0.142857143,0.142857143,0.411111111,0.219512195,0.333333333,1,0.393258427,0.133333333,0.54679803,0.7125,0.829268293,0.666666667,0.754716981,0.526315789,0.333333333,0.5,0.5,1,1
21,0,0.0,0.4,0.826086957,0.915254237,0.007575758,0.166666667,0.0,0.173333333,0.0,0.448275862,0,0.0,1.0,1.0,0.263888889,0.342105263,0.288888889,1.0,0.651162791,3.46e-07,3.4e-07,0.333333333,0.142857143,0.142857143,0.142857143,1.0,0.780487805,0.333333333,1,1.0,0.9,0.571428571,1.0,0.0,0.0,0.226415094,0.052631579,0.0,0.0,0.0,0,0
153,0,0.5,0.466666667,0.826086957,0.983050847,0.484848485,0.166666667,0.352851324,0.033333333,0.0,0.068965517,0,0.0,0.8,1.0,0.125,0.052631579,0.866666667,1.0,0.430232558,6.66e-08,0.943834011,0.0,0.0,0.0,0.142857143,1.0,0.170731707,0.0,1,1.0,0.066666667,0.78817734,0.1125,0.219512195,0.666666667,0.754716981,0.526315789,1.0,0.5,0.5,1,1
313,0,0.5,0.966666667,0.565217391,0.457627119,0.598484848,0.333333333,0.58808554,0.0,0.0,0.0,0,0.035714286,0.775,0.415730337,0.041666667,0.578947368,0.822222222,0.367346939,0.046511628,0.911445946,0.962663849,0.0,0.0,0.142857143,0.142857143,0.355555556,0.207317073,0.333333333,1,0.438202247,0.1,0.891625616,0.425,0.414634146,0.666666667,0.811320755,0.947368421,0.0,0.5,0.5,1,1
168,0,0.5,0.466666667,0.913043478,0.033898305,0.484848485,0.166666667,0.352851324,0.0,0.0,0.068965517,0,0.0,0.8,1.0,0.125,0.052631579,0.866666667,1.0,0.430232558,0.0,0.943834011,0.0,0.0,0.0,0.142857143,1.0,0.170731707,0.0,1,1.0,0.066666667,0.78817734,0.1125,0.219512195,0.666666667,0.754716981,0.526315789,1.0,0.5,0.5,1,1
215,0,0.5,0.733333333,0.173913043,0.033898305,0.545454545,0.333333333,0.970468432,0.0,0.0,0.0,0,0.142857143,0.55,0.359550562,0.263888889,0.5,0.777777778,0.255102041,0.046511628,0.105340589,0.93191044,0.0,0.0,0.142857143,0.142857143,0.2,0.256097561,0.333333333,1,0.146067416,0.0,0.21182266,0.0875,0.317073171,0.666666667,0.622641509,0.736842105,0.333333333,0.5,0.5,1,1
516,0,0.75,0.966666667,0.217391304,0.508474576,0.825757576,0.666666667,0.607942974,0.14,0.0,0.0,0,0.035714286,0.85,0.438202247,0.138888889,0.078947368,0.844444444,0.387755102,0.023255814,0.975136026,0.989014129,0.333333333,0.142857143,0.142857143,0.142857143,0.777777778,0.695121951,0.333333333,1,0.831460674,0.916666667,0.532019704,0.1,0.073170732,0.666666667,0.849056604,0.631578947,1.0,0.5,0.5,1,0
615,0,1.0,0.4,0.391304348,0.06779661,0.931818182,0.666666667,0.996435845,0.093333333,0.0,0.0,0,0.035714286,0.775,0.438202247,0.111111111,0.394736842,0.911111111,0.193877551,0.023255814,0.284058113,0.959467948,0.0,0.0,0.142857143,0.142857143,0.266666667,0.109756098,0.333333333,1,0.382022472,0.066666667,0.669950739,0.8375,0.829268293,0.666666667,0.754716981,0.526315789,0.333333333,0.5,0.5,1,1
597,0,1.0,0.333333333,0.434782609,0.762711864,0.916666667,0.333333333,0.995417515,0.373333333,0.0,0.068965517,1,0.0,0.55,0.471910112,0.263888889,0.157894737,0.777777778,0.642857143,0.593023256,0.612161921,0.93191044,0.0,0.0,0.142857143,0.142857143,0.333333333,0.256097561,0.333333333,1,0.438202247,0.0,0.438423645,0.0875,0.317073171,0.666666667,0.58490566,0.736842105,0.333333333,0.5,0.5,1,1
618,0,1.0,0.333333333,0.391304348,0.050847458,0.916666667,0.333333333,0.418533605,0.026666667,0.0,0.172413793,0,0.142857143,0.675,0.258426966,0.069444444,0.578947368,1.0,0.867346939,0.697674419,0.032002468,0.940978355,0.0,0.285714286,0.142857143,0.142857143,1.0,1.0,0.0,1,0.438202247,0.083333333,0.793103448,0.5,0.390243902,0.666666667,0.679245283,0.526315789,0.0,0.5,0.5,1,0
83,0,0.5,0.233333333,0.391304348,0.542372881,0.431818182,0.166666667,0.444501018,0.206666667,0.0,0.034482759,0,0.071428571,0.375,0.415730337,0.263888889,0.526315789,0.711111111,0.367346939,0.395348837,0.103570652,0.82131502,0.333333333,0.142857143,0.142857143,0.142857143,0.811111111,0.890243902,0.333333333,1,0.966292135,0.883333333,0.625615764,0.775,0.975609756,0.666666667,0.698113208,0.526315789,0.0,0.5,0.5,1,1
307,0,0.5,0.966666667,0.565217391,0.966101695,0.598484848,0.333333333,0.58808554,0.0,0.0,0.0,0,0.035714286,0.775,0.415730337,0.041666667,0.578947368,0.822222222,0.367346939,0.046511628,0.911445946,0.962663849,0.0,0.0,0.142857143,0.142857143,0.355555556,0.207317073,0.333333333,1,0.438202247,0.1,0.891625616,0.425,0.414634146,0.666666667,0.811320755,0.947368421,0.0,0.5,0.5,1,1
57,0,0.25,0.733333333,0.391304348,0.677966102,0.310606061,1.0,0.812118126,0.133333333,0.0,0.137931034,0,0.821428571,0.825,0.134831461,0.208333333,0.263157895,0.888888889,0.510204082,0.441860465,0.346110381,0.961490533,0.333333333,0.142857143,0.142857143,0.142857143,0.777777778,0.707317073,0.333333333,1,0.988764045,0.933333333,0.221674877,0.0375,0.317073171,0.666666667,0.622641509,0.736842105,0.0,0.5,0.5,1,1
119,0,0.5,0.566666667,0.826086957,0.118644068,0.507575758,0.666666667,0.321283096,0.06,0.0,0.413793103,0,0.0,0.375,1.0,0.152777778,0.315789474,0.822222222,1.0,0.511627907,1.2e-07,0.954371676,0.0,0.0,0.0,0.142857143,1.0,0.097560976,0.0,1,1.0,0.066666667,0.610837438,0.15,0.951219512,0.666666667,0.754716981,0.526315789,0.0,0.5,0.5,1,1
654,0,1.0,0.5,0.304347826,0.440677966,0.954545455,0.0,0.855397149,0.0,0.0,0.24137931,1,0.285714286,0.85,0.359550562,0.166666667,0.342105263,0.955555556,0.653061224,0.790697674,0.70145516,0.994386204,0.0,0.0,0.142857143,0.142857143,0.222222222,0.280487805,0.333333333,1,0.337078652,0.1,0.684729064,0.3,0.317073171,0.666666667,0.169811321,0.842105263,0.0,0.5,0.5,1,1
277,0,0.75,0.066666667,0.47826087,0.644067797,0.621212121,0.833333333,0.975560081,0.0,0.0,0.068965517,0,0.285714286,0.55,0.348314607,0.263888889,0.421052632,0.777777778,0.448979592,0.593023256,0.808131869,0.93191044,0.0,0.0,0.142857143,0.142857143,0.233333333,0.256097561,0.333333333,1,0.303370787,0.0,0.206896552,0.0875,0.317073171,0.666666667,0.622641509,0.736842105,0.333333333,0.5,0.5,1,1
321,0,0.5,0.966666667,0.260869565,0.355932203,0.598484848,0.333333333,0.117617108,0.006666667,0.0,0.0,0,0.0,0.825,1.0,0.138888889,0.0,0.755555556,1.0,0.058139535,1.33e-08,0.953162016,0.0,0.0,0.0,0.142857143,1.0,0.134146341,0.0,1,1.0,0.033333333,0.305418719,0.35,0.0,0.0,0.773584906,1.0,0.0,0.5,0.5,1,1
71,0,0.5,0.0,0.347826087,0.305084746,0.378787879,0.166666667,0.466395112,0.0,0.0,0.068965517,0,0.0,0.925,1.0,0.069444444,0.052631579,0.888888889,1.0,0.372093023,0.0,0.98957809,0.333333333,0.142857143,0.142857143,0.142857143,1.0,0.756097561,0.333333333,1,1.0,0.9,0.330049261,0.5375,0.0,0.0,0.509433962,0.631578947,0.0,0.5,0.5,1,0
322,0,0.5,0.966666667,0.391304348,0.711864407,0.598484848,0.333333333,0.117617108,0.04,0.0,0.034482759,0,0.0,0.825,1.0,0.138888889,0.026315789,0.755555556,1.0,0.313953488,7.99e-08,0.953162016,0.0,0.0,0.0,0.142857143,1.0,0.134146341,0.0,1,1.0,0.033333333,0.305418719,0.35,0.0,0.0,0.773584906,1.0,0.0,0.5,0.5,1,1
644,0,1.0,0.533333333,0.739130435,0.677966102,0.962121212,0.166666667,0.998472505,0.053333333,0.0,0.0,0,0.178571429,0.825,0.224719101,0.138888889,0.263157895,0.755555556,0.132653061,0.058139535,0.742231375,0.953162016,0.0,0.0,0.142857143,0.142857143,0.188888889,0.134146341,0.333333333,1,0.404494382,0.033333333,0.81773399,0.35,0.56097561,0.666666667,0.811320755,0.947368421,0.333333333,0.5,0.5,1,1
429,0,0.75,0.433333333,1.0,0.288135593,0.704545455,0.333333333,0.58503055,0.213333333,0.0,0.310344828,0,0.321428571,0.725,0.078651685,0.208333333,0.394736842,0.866666667,0.846938776,0.813953488,0.285312021,0.99691422,0.0,0.285714286,0.142857143,0.142857143,1.0,1.0,0.333333333,1,0.348314607,0.1,0.24137931,0.225,0.317073171,0.666666667,0.113207547,0.736842105,0.0,0.5,0.5,1,1
552,0,1.0,0.1,0.217391304,0.13559322,0.863636364,0.333333333,0.99185336,0.006666667,0.0,0.206896552,0,0.142857143,0.625,0.123595506,0.138888889,0.447368421,0.8,0.581632653,0.593023256,0.104530717,0.983275897,0.0,0.0,0.142857143,0.142857143,0.333333333,0.182926829,0.333333333,1,0.303370787,0.083333333,0.354679803,0.475,0.780487805,0.666666667,0.528301887,0.684210526,0.333333333,0.5,0.5,1,1
481,0,0.75,0.6,0.695652174,0.915254237,0.742424242,0.0,0.983706721,0.0,0.0,0.034482759,0,0.035714286,0.7,0.415730337,0.222222222,0.394736842,0.755555556,0.43877551,0.372093023,0.319549275,0.989217033,0.0,0.0,0.142857143,0.142857143,0.233333333,0.292682927,0.333333333,1,0.426966292,0.116666667,0.541871921,0.5625,0.487804878,0.666666667,0.811320755,0.947368421,0.333333333,0.5,0.5,1,0
239,0,0.5,0.866666667,0.913043478,0.288135593,0.575757576,1.0,0.972505092,0.0,0.0,0.103448276,0,0.035714286,0.475,0.415730337,0.166666667,1.0,0.844444444,0.632653061,0.406976744,0.885385506,0.982333934,0.0,0.0,0.142857143,0.142857143,0.266666667,0.097560976,0.333333333,1,0.382022472,0.033333333,0.768472906,0.2375,0.658536585,0.666666667,0.754716981,0.526315789,0.333333333,0.5,0.5,1,1
417,0,0.75,0.366666667,0.652173913,0.491525424,0.689393939,0.0,0.847250509,0.0,0.0,0.034482759,0,0.178571429,0.85,0.359550562,0.208333333,0.5,0.866666667,0.408163265,0.302325581,0.265812007,0.99651955,0.333333333,0.0,0.142857143,0.142857143,0.366666667,0.256097561,0.333333333,1,0.966292135,0.933333333,0.103448276,0.9,0.463414634,0.666666667,0.698113208,0.526315789,0.0,0.5,0.5,1,1
524,0,0.75,0.933333333,0.347826087,0.118644068,0.818181818,0.5,0.988798371,0.0,0.0,0.275862069,0,0.035714286,0.125,0.426966292,0.319444444,0.342105263,0.733333333,0.969387755,0.988372093,0.609970173,0.598493992,0.0,0.0,0.142857143,0.142857143,0.422222222,0.353658537,0.333333333,1,0.438202247,0.133333333,0.837438424,0.2625,0.487804878,0.666666667,0.811320755,0.947368421,0.333333333,0.5,0.5,1,0
243,0,0.75,0.033333333,0.304347826,0.881355932,0.613636364,0.666666667,0.902240326,0.04,0.0,0.068965517,0,0.107142857,0.85,0.393258427,0.208333333,0.368421053,0.866666667,0.571428571,0.476744186,0.338089544,0.99651955,0.0,0.285714286,0.142857143,0.142857143,1.0,1.0,0.333333333,1,0.393258427,0.1,0.103448276,0.9,0.463414634,0.666666667,0.037735849,0.526315789,0.0,0.5,0.5,1,1
452,0,0.75,0.366666667,0.043478261,0.627118644,0.689393939,0.0,0.675661914,0.0,0.0,0.0,1,0.5,0.575,0.078651685,0.041666667,0.605263158,0.844444444,0.112244898,0.0,0.1465107,0.975663402,0.0,0.142857143,0.142857143,0.142857143,0.8,0.731707317,0.333333333,1,0.382022472,0.083333333,0.694581281,0.925,0.097560976,0.666666667,0.716981132,0.631578947,0.0,0.5,1.0,1,1
603,0,1.0,0.366666667,0.391304348,0.881355932,0.924242424,0.5,0.511201629,0.22,0.0,0.0,0,0.107142857,1.0,0.280898876,0.263888889,0.052631579,0.044444444,0.285714286,0.058139535,0.605700109,0.594304266,0.0,0.142857143,0.142857143,0.142857143,0.811111111,0.780487805,0.333333333,1,0.426966292,0.066666667,0.482758621,1.0,0.0,0.0,0.773584906,0.842105263,0.333333333,0.5,0.5,1,1
594,0,1.0,0.333333333,0.260869565,0.542372881,0.916666667,0.333333333,0.407331976,0.1,0.0,0.0,0,0.0,0.275,1.0,0.166666667,0.0,0.755555556,1.0,0.093023256,2e-07,0.960076308,0.0,0.0,0.0,0.142857143,1.0,0.231707317,0.0,1,1.0,0.016666667,0.384236453,0.9375,1.0,1.0,0.490566038,0.684210526,0.0,0.5,0.5,1,1
389,0,0.75,0.166666667,1.0,0.491525424,0.643939394,0.166666667,0.622199593,0.0,0.0,0.034482759,0,0.178571429,0.825,0.303370787,0.208333333,0.368421053,0.888888889,0.5,0.255813953,0.56739251,0.961490533,0.0,0.0,0.142857143,0.142857143,0.322222222,0.097560976,0.333333333,1,0.359550562,0.1,0.192118227,0.0375,0.317073171,0.666666667,0.622641509,0.736842105,0.0,0.5,0.5,1,1
105,0,0.5,0.6,0.130434783,0.322033898,0.515151515,0.833333333,0.968431772,0.14,0.0,0.034482759,0,0.071428571,0.675,0.404494382,0.069444444,0.131578947,1.0,0.663265306,0.325581395,0.204620524,0.940978355,0.0,0.0,0.142857143,0.142857143,0.377777778,0.231707317,0.333333333,1,0.382022472,0.083333333,0.679802956,0.5,0.829268293,0.666666667,0.716981132,0.842105263,0.333333333,0.5,0.5,1,0
484,0,0.75,0.6,0.304347826,0.0,0.742424242,0.0,0.800916497,0.0,0.0,0.068965517,0,0.107142857,0.85,0.370786517,0.166666667,0.473684211,0.955555556,0.224489796,0.488372093,0.84541827,0.994386204,0.333333333,0.142857143,0.142857143,0.142857143,0.877777778,0.890243902,0.333333333,1,0.921348315,0.933333333,0.42364532,0.3,0.317073171,0.666666667,0.622641509,0.736842105,0.0,0.5,0.5,1,0
624,0,1.0,0.6,0.47826087,0.271186441,0.977272727,0.5,0.603360489,0.006666667,0.0,0.344827586,0,0.0,0.7,0.449438202,0.194444444,0.5,0.822222222,0.857142857,0.61627907,0.205871407,0.965789386,0.0,0.142857143,0.142857143,0.142857143,0.9,0.768292683,0.0,1,0.449438202,0.083333333,0.63546798,0.4125,0.268292683,0.666666667,0.754716981,0.578947368,1.0,0.5,0.5,1,0
236,0,0.5,0.866666667,0.043478261,0.355932203,0.575757576,1.0,0.972505092,0.006666667,0.0,0.0,0,0.035714286,0.475,0.415730337,0.166666667,1.0,0.844444444,0.204081633,0.034883721,0.885385506,0.982333934,0.0,0.0,0.142857143,0.142857143,0.266666667,0.097560976,0.333333333,1,0.382022472,0.033333333,0.768472906,0.2375,0.658536585,0.666666667,0.754716981,0.526315789,0.333333333,0.5,0.5,1,1
556,0,1.0,0.133333333,0.086956522,0.338983051,0.871212121,0.5,0.992362525,0.053333333,0.0,0.103448276,0,0.142857143,0.625,0.123595506,0.138888889,0.447368421,0.8,0.530612245,0.476744186,0.104530717,0.983275897,0.0,0.0,0.142857143,0.142857143,0.333333333,0.182926829,0.333333333,1,0.303370787,0.083333333,0.354679803,0.475,0.780487805,0.666666667,0.528301887,0.684210526,0.333333333,0.5,0.5,1,1
286,0,0.5,0.966666667,0.217391304,0.779661017,0.598484848,0.333333333,0.974032587,0.0,0.5,0.068965517,0,0.285714286,0.55,0.887640449,0.930555556,0.421052632,0.777777778,0.448979592,0.593023256,0.808131869,0.93191044,0.0,0.0,0.142857143,0.142857143,0.233333333,0.256097561,0.333333333,1,0.303370787,0.0,0.206896552,0.0875,0.317073171,0.666666667,0.622641509,0.736842105,0.333333333,0.5,0.5,1,1
86,0,0.5,0.3,0.52173913,0.644067797,0.446969697,0.5,0.779022403,0.0,0.0,0.0,0,0.0,0.75,0.460674157,0.097222222,0.157894737,0.822222222,0.051020408,0.023255814,0.030784296,0.942985918,0.0,0.0,0.0,0.142857143,0.466666667,0.085365854,0.333333333,1,0.438202247,0.083333333,0.507389163,0.625,0.073170732,0.666666667,0.849056604,0.631578947,0.0,0.5,0.5,1,0
578,0,1.0,0.266666667,0.260869565,0.525423729,0.901515152,0.0,0.994399185,0.013333333,0.0,0.034482759,0,0.142857143,0.525,0.370786517,0.208333333,0.605263158,0.777777778,0.346938776,0.302325581,0.362111708,0.900481145,0.0,0.0,0.142857143,0.142857143,0.366666667,0.231707317,0.333333333,1,0.280898876,0.05,0.344827586,0.075,0.317073171,0.666666667,0.528301887,0.684210526,0.333333333,0.5,0.5,1,1
569,0,1.0,0.1,0.782608696,0.830508475,0.863636364,0.333333333,0.99185336,0.0,0.0,0.0,0,0.0,0.7,0.438202247,0.222222222,0.605263158,0.755555556,0.132653061,0.023255814,0.019514085,0.989217033,0.0,0.0,0.142857143,0.142857143,0.266666667,0.292682927,0.333333333,1,0.415730337,0.116666667,0.822660099,0.5625,0.487804878,0.666666667,0.264150943,0.947368421,0.333333333,0.5,0.5,1,1
289,0,0.75,0.033333333,0.52173913,0.271186441,0.613636364,0.666666667,0.975050916,0.0,0.5,0.068965517,0,0.285714286,0.55,0.887640449,0.930555556,0.421052632,0.777777778,0.448979592,0.593023256,0.808131869,0.93191044,0.0,0.0,0.142857143,0.142857143,0.233333333,0.256097561,0.333333333,1,0.303370787,0.0,0.206896552,0.0875,0.317073171,0.666666667,0.622641509,0.736842105,0.333333333,0.5,0.5,1,1
84,0,0.5,0.2,0.52173913,0.796610169,0.424242424,0.0,0.443991853,0.206666667,0.0,0.068965517,0,0.071428571,0.375,0.415730337,0.263888889,0.526315789,0.711111111,0.530612245,0.627906977,0.103570652,0.82131502,0.333333333,0.142857143,0.142857143,0.142857143,0.811111111,0.890243902,0.333333333,1,0.966292135,0.883333333,0.625615764,0.775,0.975609756,0.666666667,0.698113208,0.526315789,0.0,0.5,0.5,1,1
87,0,0.5,0.2,0.739130435,0.983050847,0.424242424,0.0,0.929735234,0.04,0.0,0.0,0,0.0,0.85,1.0,0.138888889,0.0,0.844444444,1.0,0.023255814,7.99e-08,0.989014129,0.333333333,0.142857143,0.142857143,0.142857143,1.0,0.695121951,0.333333333,1,1.0,0.916666667,0.502463054,0.1,0.073170732,0.666666667,0.849056604,0.631578947,1.0,0.5,1.0,1,0
111,0,0.5,0.533333333,0.347826087,0.491525424,0.5,0.5,0.503564155,0.08,0.0,0.0,0,0.035714286,0.85,0.348314607,0.138888889,0.105263158,0.844444444,0.336734694,0.023255814,0.153212845,0.989014129,0.0,0.142857143,0.142857143,0.142857143,0.911111111,0.695121951,0.333333333,1,0.438202247,0.083333333,0.527093596,0.1,0.073170732,0.666666667,0.849056604,0.631578947,0.0,0.5,1.0,1,0
448,0,0.75,0.466666667,0.0,0.06779661,0.712121212,0.5,0.390020367,0.04,0.0,0.034482759,0,0.0,1.0,0.573033708,0.263888889,0.026315789,0.022222222,0.744897959,0.313953488,0.571344734,0.560595265,0.0,0.142857143,0.142857143,0.142857143,0.722222222,0.780487805,0.0,0,0.573033708,0.066666667,0.458128079,1.0,0.0,0.0,0.773584906,1.0,0.0,0.5,0.5,1,1
401,0,0.75,0.2,0.391304348,0.338983051,0.651515152,0.333333333,0.555498982,0.0,0.0,0.0,0,0.142857143,0.275,0.303370787,0.055555556,0.105263158,0.644444444,0.224489796,0.034883721,0.553276229,0.679058365,0.0,0.0,0.142857143,0.142857143,0.233333333,0.134146341,0.333333333,1,0.404494382,0.083333333,0.054187192,0.725,0.780487805,0.666666667,0.754716981,0.578947368,0.0,0.5,0.5,1,1
309,0,0.5,0.966666667,0.608695652,0.508474576,0.598484848,0.333333333,0.58808554,0.006666667,0.0,0.0,0,0.035714286,0.775,0.415730337,0.041666667,0.578947368,0.822222222,0.367346939,0.046511628,0.911445946,0.962663849,0.0,0.0,0.142857143,0.142857143,0.355555556,0.207317073,0.333333333,1,0.438202247,0.1,0.891625616,0.425,0.414634146,0.666666667,0.811320755,0.947368421,0.0,0.5,0.5,1,1
285,0,0.5,0.9,0.391304348,0.86440678,0.583333333,0.0,0.973014257,0.0,0.0,0.034482759,0,0.285714286,0.55,0.348314607,0.263888889,0.421052632,0.777777778,0.275510204,0.360465116,0.808131869,0.93191044,0.0,0.0,0.142857143,0.142857143,0.233333333,0.256097561,0.333333333,1,0.303370787,0.0,0.206896552,0.0875,0.317073171,0.666666667,0.622641509,0.736842105,0.333333333,0.5,0.5,1,1
283,0,0.75,0.1,0.0,0.525423729,0.628787879,1.0,0.976069246,0.286666667,0.0,0.0,0,0.285714286,0.55,0.348314607,0.263888889,0.421052632,0.777777778,0.091836735,0.046511628,0.808131869,0.93191044,0.0,0.0,0.142857143,0.142857143,0.233333333,0.256097561,0.333333333,1,0.303370787,0.0,0.206896552,0.0875,0.317073171,0.666666667,0.622641509,0.736842105,0.333333333,0.5,0.5,1,1
